パン、米など,肉類,魚介類,果物、野菜類,酒類,たばこ関連,被服、生活必需品,医療、サプリメント関連,PC・通信関連,その他,サブスクA契約有無,サブスクB契約有無,サブスクC契約有無,サブスクD契約有無,サブスクE契約有無,性別,ユーザー年齢,同居人登録有無,子供有無,テレビ有無,冷蔵庫有無,洗濯機有無,エアコン有無,車有無,固定電話有無,携帯電話有無,PC有無
4180,580,0,2070,21140,30,2060,1690,4980,5870,0,0,0,1,0,1,40,1,0,1,0,0,0,0,0,1,0
3300,1070,770,2100,27020,4070,2810,1590,2730,7360,0,0,1,1,0,1,41,1,1,1,1,1,0,0,0,1,0
2700,2390,1540,1050,2860,40,3340,2600,19650,14210,1,0,0,0,0,1,51,1,0,1,1,1,0,1,0,1,0
1000,480,810,1030,0,0,800,1820,2370,8410,0,0,0,0,0,0,62,1,0,1,1,0,0,0,0,1,0
5170,510,1950,4570,0,0,690,130,1980,9940,1,0,0,1,0,1,58,1,0,0,1,0,0,0,0,0,0
6580,1180,900,3480,7030,5720,1750,1760,4600,8780,0,1,1,0,0,1,46,1,1,1,1,0,0,0,0,1,0
3710,4720,1590,1400,7330,0,10390,5760,11340,5810,1,0,0,0,0,1,44,1,1,1,1,1,0,0,0,1,0
7230,500,1870,520,0,5350,1890,1260,5460,7870,0,0,0,0,0,1,60,1,0,0,1,0,0,1,0,1,0
4170,1540,990,0,10,0,9610,2380,32420,9260,1,0,0,1,0,1,42,1,0,1,1,1,0,0,0,1,0
4210,180,2430,1710,0,2890,3020,680,4140,2100,1,0,1,0,0,1,39,1,0,0,1,0,0,0,0,0,0
2640,1230,900,1090,6370,14190,8890,5610,4080,3660,1,1,0,1,0,1,24,1,0,1,1,0,0,0,0,1,0
4320,1090,670,1470,2650,0,3000,230,3770,6750,1,0,0,0,0,1,60,1,0,1,1,1,0,0,0,1,0
4720,1230,570,5500,5480,5610,2510,3820,3670,3550,0,0,0,0,0,1,34,1,0,1,1,1,0,0,0,1,1
4660,1090,1220,800,5690,4130,1760,1530,3620,5950,1,0,0,1,0,1,30,1,1,0,1,0,0,0,0,1,0
4960,1030,1850,410,4400,920,1940,2190,4190,2760,0,0,1,1,0,1,38,1,1,1,1,0,0,0,0,1,0
4850,410,790,1360,30,0,2930,880,17740,9880,0,0,0,1,0,0,68,1,1,1,1,0,0,0,0,1,0
5390,330,560,420,1010,2890,1790,1610,4190,5460,0,0,0,1,0,0,44,1,1,0,1,1,0,0,0,1,0
3800,470,650,360,0,30,0,0,2020,6950,0,0,0,0,0,1,63,1,0,1,1,0,0,0,0,1,0
2890,1570,1450,1170,3800,5070,2020,700,4420,8970,0,1,1,0,0,1,41,1,1,1,1,0,0,0,0,1,0
3570,660,520,310,700,30,1760,0,2480,7600,0,0,0,0,0,0,66,0,0,1,1,0,0,0,0,1,0
5420,480,740,3020,0,0,8800,1130,2450,6970,0,0,0,0,0,1,51,1,0,1,1,0,0,0,0,1,0
5280,110,250,2150,0,0,860,240,2220,14910,0,0,0,1,0,0,76,1,1,0,1,1,0,0,0,0,0
3210,1240,2060,2580,1040,410,150,1470,3970,3640,0,0,1,1,0,1,34,1,1,1,1,0,1,0,0,1,0
3490,80,2740,1920,0,50,1020,1380,2490,8190,1,0,0,0,0,1,46,1,1,0,1,0,0,0,0,0,0
5190,1190,830,3330,4430,0,5370,4070,14300,7640,0,0,0,1,0,1,55,1,0,1,1,1,0,0,0,1,1
3570,990,710,440,30,0,4720,1640,3590,2840,0,0,0,0,0,1,55,1,0,1,1,1,0,0,0,1,0
1910,2200,980,1550,0,0,7180,44340,47330,10390,1,0,0,1,1,0,44,1,1,1,1,1,1,1,1,1,1
7740,1320,930,2760,5210,8380,950,4200,4690,7490,0,1,0,1,0,1,76,1,1,1,1,1,1,1,0,1,0
7570,1150,1340,1740,4550,0,0,0,3090,4100,0,0,0,0,0,1,46,1,1,1,1,0,0,0,0,1,0
3920,1780,1010,860,4530,950,9860,2020,7570,2770,0,0,1,0,0,1,38,1,1,1,1,1,0,0,0,1,1
5710,1860,2850,460,1120,4600,8830,3680,6880,7800,0,1,0,0,0,1,42,1,1,0,1,0,0,0,0,1,1
4480,1690,1210,5810,4250,5160,5570,2130,5230,6670,0,0,0,1,0,1,50,1,1,1,1,0,1,0,0,1,1
5620,530,2440,2230,0,4710,9780,2200,4780,5690,1,0,0,0,0,1,29,1,1,0,1,0,0,0,0,0,0
3710,1910,3480,3220,18510,28900,5860,4340,2760,7170,0,1,0,0,0,0,78,1,0,1,1,1,0,0,0,1,0
3310,850,1050,520,0,2010,510,980,3340,1870,0,0,0,0,0,1,42,1,1,1,1,0,0,1,0,0,0
5710,1410,950,790,0,10,2670,7240,2580,16340,0,0,0,1,0,0,76,1,1,1,1,0,0,0,0,1,0
4720,1560,1560,5140,5160,0,6630,4190,4520,2390,0,0,0,0,0,1,34,1,0,1,1,0,0,0,0,1,0
6420,1040,1280,1240,3480,7300,4260,920,17980,10290,0,0,0,0,0,1,45,1,0,1,0,1,0,1,0,1,1
1390,610,470,0,2320,4440,8150,4530,5680,3020,0,0,0,0,0,1,21,1,0,0,1,0,0,0,0,1,0
5450,0,0,2890,6070,20,570,5400,3980,6140,0,0,0,0,0,1,70,1,0,1,0,1,0,1,0,1,1
5830,1300,700,1030,8600,4830,4590,1940,6870,9200,0,0,0,0,0,1,53,1,0,1,1,1,0,0,0,1,0
3060,60,1390,1950,0,5640,820,1590,-10,4750,0,1,0,1,0,1,35,1,1,0,1,0,0,0,0,0,0
2560,2190,680,1290,1230,0,8480,2820,10200,6990,1,0,0,0,0,1,47,1,0,1,1,1,0,0,0,1,0
4270,710,1310,2440,4060,280,3890,7910,310,6280,0,0,1,0,0,0,39,1,0,1,1,0,0,0,0,0,0
3360,1010,560,1920,0,0,3600,760,2430,5800,0,0,0,1,0,1,46,1,1,1,1,0,0,0,0,1,0
5300,1760,900,4440,10300,20,1200,3110,4190,12630,0,0,0,0,0,1,54,1,0,1,1,0,0,0,0,1,0
4710,0,0,970,4400,270,2750,5070,2930,5490,0,0,1,0,0,1,55,0,0,1,0,1,0,0,0,1,1
3950,810,1150,2940,390,0,4940,4850,5240,5670,0,0,0,0,0,1,46,1,0,1,1,0,0,0,0,1,0
3050,1160,620,1990,10710,340,1400,0,3910,5520,0,0,1,0,0,1,54,1,0,1,1,1,0,0,0,0,0
5570,940,4780,1890,120,6830,2290,1550,6200,3870,1,0,0,0,0,1,50,1,1,1,1,0,0,0,0,1,0
3760,3020,1270,1110,890,4870,6400,1080,24170,15800,1,1,0,0,0,1,49,1,1,1,1,1,0,0,0,1,0
6250,1990,860,1900,6610,5790,280,930,7250,8170,0,0,0,1,0,1,39,1,1,1,0,0,0,0,0,1,0
7650,1280,1620,2440,3900,0,4050,1910,3220,5790,1,0,0,0,0,1,45,1,0,1,1,0,0,0,0,1,0
3320,0,0,4110,690,6200,460,230,3040,4000,1,1,0,0,0,1,24,1,0,1,0,0,0,0,0,1,0
7070,50,1160,2300,3790,5140,2240,1420,2550,9390,0,0,0,0,0,1,64,1,1,0,1,0,0,0,0,1,0
4250,1630,1470,2010,0,0,1530,4920,3820,8020,0,0,0,1,0,1,56,1,0,1,1,0,0,0,0,1,0
6290,2970,3540,0,6470,16110,4330,810,4220,5940,1,0,1,0,0,1,38,1,1,1,1,1,0,0,0,1,0
870,570,400,490,20,640,2760,1580,2990,3350,0,0,1,1,0,0,34,0,0,1,1,0,0,0,0,1,0
4430,1820,1200,850,980,60,1940,380,5380,5740,1,0,0,0,0,1,47,1,0,1,1,1,0,1,0,1,0
5030,2540,1340,540,4240,4510,5330,1380,6070,6660,1,0,0,0,0,1,43,1,1,1,1,1,0,0,0,1,0
4990,2450,1280,3910,5410,5560,12130,1480,3300,4470,0,1,0,0,0,1,48,1,0,1,1,1,0,0,0,1,0
2960,1060,1110,340,0,30,9410,3200,3560,7110,0,0,0,0,0,0,60,1,0,1,1,0,0,0,0,1,0
5400,980,940,600,1610,2010,14150,770,8470,6180,1,0,1,0,0,1,34,1,1,1,1,1,0,0,0,1,1
4030,1450,1030,660,1790,4330,13160,7870,3650,9160,0,0,0,0,0,1,58,1,0,1,1,1,0,0,0,1,0
3860,1580,1360,1180,1590,4060,5070,1000,3870,11990,0,0,0,0,0,1,67,1,1,1,1,1,0,0,0,1,0
9120,660,960,710,30,0,1630,2110,6710,3440,1,0,0,1,0,0,66,1,1,1,1,1,0,0,0,1,1
3360,760,690,230,980,4190,4080,2210,9300,6980,1,0,0,0,0,1,41,1,0,1,1,1,0,0,0,1,1
5720,0,0,2830,5490,5940,1500,1570,2880,8600,0,0,0,0,0,1,52,1,1,1,0,0,0,0,0,1,0
2410,530,710,1730,12750,5590,1350,1860,2880,4350,0,1,1,1,0,1,48,1,0,1,1,0,0,0,0,1,0
3840,170,440,3300,3170,30,2060,2310,2890,3640,0,0,0,0,0,1,34,1,0,0,0,0,0,0,0,1,0
6680,860,860,580,10,0,4640,4260,2410,12080,0,0,0,1,0,1,82,1,0,1,1,1,0,0,0,1,0
3390,1970,1840,210,10,390,0,0,10040,6350,0,0,1,0,0,1,29,1,0,1,1,1,1,0,0,1,1
6810,1470,1750,1500,0,0,3350,2320,5710,7720,1,0,0,0,0,1,77,1,1,1,1,1,0,0,0,1,1
7800,0,600,1000,990,1030,790,4880,50670,11360,0,0,0,0,0,1,61,1,0,1,0,0,0,0,0,1,1
3940,0,0,0,0,0,170,2110,0,9370,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,1
4030,1260,1270,2690,560,2740,4250,720,3390,3460,0,0,0,0,0,1,38,1,1,1,1,0,0,0,0,1,0
1410,0,0,0,6790,3570,1630,1310,3490,8170,0,0,0,1,0,1,57,0,0,1,0,0,0,0,0,1,0
8300,2900,1350,1090,9570,2270,69240,19060,73340,12180,0,0,0,0,0,1,54,1,0,1,1,1,1,0,0,1,1
4470,1360,1400,1670,1090,4230,2970,1230,4410,4650,0,1,0,0,0,1,50,1,1,1,1,0,0,0,0,1,1
5890,1670,740,1120,1160,5380,6120,1970,5040,5030,0,0,0,0,0,1,48,1,1,1,1,1,0,0,0,0,0
5120,30,0,410,10380,6330,2190,2910,21450,6890,0,0,0,1,1,1,57,1,1,1,0,0,0,1,1,0,0
7830,3890,1930,640,0,0,456660,17850,21860,4900,0,0,0,1,0,0,71,1,0,1,1,1,1,0,0,1,1
7020,1100,750,1130,960,2280,940,130,2300,5880,0,0,1,0,0,1,69,1,1,1,1,0,0,0,0,1,0
6880,2300,1690,0,6470,4280,510,1260,5220,11750,0,1,0,0,0,1,67,1,1,1,1,0,0,0,0,1,0
2000,780,780,510,2070,5940,920,3520,3650,3720,0,0,1,0,0,1,17,0,0,1,1,0,0,1,0,1,0
2050,980,870,0,940,4250,1520,570,2530,6460,1,1,0,0,0,1,43,1,1,1,1,0,0,0,0,1,0
3300,150,510,0,10,0,4110,3050,2610,8910,0,0,0,0,0,1,66,1,0,1,0,0,0,0,0,1,0
2980,440,820,1980,0,1390,1470,1140,5390,3210,1,0,0,0,0,1,40,1,0,0,1,0,0,0,0,1,0
4240,610,700,1230,800,7050,2290,740,4310,3820,0,1,1,0,0,1,39,1,1,1,1,0,0,0,0,1,0
3500,1060,720,660,0,0,18880,2760,13230,5200,0,0,0,0,0,1,36,1,0,1,1,1,0,0,0,1,1
2490,970,1060,530,1440,0,3950,2410,39380,6410,0,0,0,1,0,1,41,1,0,1,1,1,0,0,0,1,1
5280,1250,670,1960,3720,3130,200,190,4200,8290,0,0,0,0,0,1,42,1,0,1,1,0,0,0,0,1,0
3060,1180,1570,2270,2350,980,4680,2620,3560,6650,1,0,1,0,0,0,32,1,0,1,1,0,0,0,0,1,0
3510,1050,1760,1090,4680,60,3420,890,5420,8190,1,0,0,0,0,1,38,1,1,1,1,0,0,0,0,1,0
3070,920,870,1890,0,0,1550,380,0,10330,0,0,0,1,0,1,83,1,0,1,1,1,0,0,0,0,0
5010,560,800,630,300,5870,7400,720,2160,6660,0,0,0,1,0,0,60,1,1,0,1,0,0,0,0,1,0
4090,120,70,4650,11300,0,5930,2380,3570,5270,0,0,0,1,0,1,54,1,0,1,1,0,0,0,0,1,0
7150,840,470,670,0,0,5470,2160,29760,3880,0,0,0,1,0,0,30,1,1,1,1,1,0,0,0,1,0
2790,860,1220,670,0,5920,1540,3710,1980,8950,0,0,0,1,0,1,54,1,0,1,1,1,0,0,0,1,0
4060,660,3830,740,6120,5130,2990,3070,2420,9390,0,0,0,0,0,1,58,1,0,1,1,0,0,0,0,1,0
7840,660,1240,3910,2500,4900,6140,2140,3150,6490,0,1,0,0,0,1,73,1,0,1,1,0,0,0,0,1,0
4700,1760,1470,1000,1960,1920,1560,2610,25980,11140,0,0,0,0,0,1,60,1,1,1,1,1,0,0,0,1,0
2390,1420,1530,2320,870,5700,710,4290,2330,6070,0,0,0,0,0,1,68,1,0,0,1,0,0,0,0,1,0
6350,1290,1240,1770,0,3660,3700,2450,4460,7730,0,0,1,0,0,1,46,1,1,0,1,0,0,1,0,1,0
2530,70,850,870,230,570,3900,3900,2530,4990,0,0,1,0,0,1,45,1,0,0,1,0,0,0,0,1,0
7160,1600,2250,1230,480,4860,0,0,2820,5190,0,1,0,1,0,1,57,1,1,0,1,0,0,0,0,1,0
6560,2350,1120,960,780,3800,11300,1060,5410,6200,0,0,0,0,0,1,62,1,1,1,1,1,0,0,0,1,0
2090,670,850,2170,0,50,1970,4070,10,6260,0,0,0,0,0,1,53,1,0,0,1,0,0,0,0,0,0
6570,0,0,2460,3020,390,3180,2670,13330,3870,0,0,1,0,0,1,46,1,1,1,0,1,0,1,0,1,0
3710,1450,1150,720,320,0,8160,4680,11540,5820,1,0,0,1,0,0,31,1,1,1,1,1,0,0,0,0,0
5970,2770,2930,1700,10,5950,1810,2610,3720,7530,0,1,0,1,0,0,62,1,1,1,1,1,0,0,0,1,0
4540,1130,1900,1050,4910,2180,1940,2190,2460,7760,0,0,0,0,0,1,65,1,0,1,1,0,0,0,0,1,0
6890,690,460,1180,20,0,1030,1140,0,6470,0,0,0,0,0,1,84,1,0,0,1,0,0,0,0,0,0
3280,1400,760,380,3350,0,1530,1210,4860,3860,0,0,0,0,0,1,36,1,0,1,1,1,0,0,0,1,1
1710,0,0,230,890,0,1790,290,1960,6950,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
2410,780,530,2230,10,3710,1570,680,3470,6060,0,1,0,0,0,1,47,1,0,0,1,0,0,0,0,0,0
2940,380,570,1560,330,4740,930,5580,2920,5580,0,0,0,0,0,1,57,1,1,1,1,0,0,0,0,1,0
4420,1680,1010,1270,870,3870,1930,2160,48330,8010,0,1,0,0,0,1,56,1,1,1,1,1,0,0,0,1,0
5510,380,2340,2950,0,0,310,1710,7550,7150,1,0,0,0,0,1,40,1,0,1,1,0,0,0,0,1,0
4540,780,0,310,4700,4870,2010,2380,6280,5990,0,0,0,0,0,1,49,1,1,0,0,0,0,0,0,1,0
4770,500,820,1590,840,0,700,430,3410,9300,0,0,0,0,0,1,58,1,0,1,1,0,0,0,0,1,0
6110,150,190,950,4130,5480,4730,9290,4000,8010,1,0,0,0,0,0,50,1,1,1,1,0,0,1,0,1,0
4150,1570,810,2290,740,3270,3050,950,6490,8590,1,0,0,0,0,1,40,1,0,1,1,1,0,0,0,1,0
4340,0,750,0,0,5900,10020,1580,51320,5560,0,1,1,0,0,1,57,1,0,1,0,1,0,0,0,1,1
2770,450,1270,2250,890,4630,2150,2880,9330,7210,1,1,0,0,0,1,47,1,0,0,1,0,0,0,0,1,0
5890,2550,1340,1620,2360,3990,10590,2190,8590,5300,0,0,1,0,0,1,38,1,0,1,1,1,0,0,0,1,1
6240,730,960,2170,7980,0,260,710,0,4610,0,0,0,1,0,0,60,1,1,0,1,0,0,1,0,0,0
2330,810,630,580,5140,1300,5950,2000,3140,4760,0,0,0,0,0,1,40,1,0,1,1,1,0,0,0,1,0
4660,620,920,670,460,2430,1500,1870,3140,7680,1,0,0,0,0,1,61,1,0,0,1,0,0,0,0,1,0
7300,600,2640,3900,2930,5360,11320,13480,5370,7740,0,0,0,0,0,1,72,1,0,0,1,0,0,0,0,1,0
3980,740,710,2080,0,1270,1620,1440,6100,8630,0,0,1,0,0,1,37,1,1,1,1,0,0,0,0,0,0
2420,1790,630,1930,0,0,2680,1000,3800,5450,1,0,0,1,0,1,48,1,0,1,1,0,0,0,0,1,0
2930,1270,1270,370,6010,4390,2520,1860,7490,4650,0,0,1,0,0,1,23,1,1,1,1,0,0,0,0,1,0
3380,1030,1310,1090,3890,3990,1430,1100,4760,5780,0,0,1,0,0,1,26,1,0,1,1,0,0,0,0,1,0
5230,680,810,1730,1510,0,6790,13530,3900,9290,0,0,0,0,1,1,52,1,0,1,1,1,0,0,0,1,1
1800,350,0,0,1110,1110,6070,5340,5480,4510,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,1,0
5680,1030,1240,1520,0,3880,1620,12110,7360,8500,0,0,0,1,0,1,63,0,0,0,0,0,1,0,0,1,0
1340,460,290,970,0,0,470,1500,3160,11040,0,0,0,0,0,0,62,1,0,0,1,0,0,0,0,1,0
6630,3610,2290,370,8220,0,3520,5950,3210,3780,0,0,0,0,0,1,45,1,0,1,1,0,0,1,0,0,0
6780,790,470,600,3930,1890,2670,1200,5660,11270,0,0,0,1,0,1,52,1,1,1,1,0,0,0,0,1,0
4560,710,1260,6080,10,2410,1980,1150,3520,9950,0,1,0,0,0,0,54,1,0,1,1,0,0,0,0,1,1
3620,0,0,0,0,20,2780,920,14310,8540,0,0,1,1,0,1,53,1,1,0,0,0,0,1,0,1,0
6380,1300,1440,1760,6200,4460,4160,2030,3560,9360,0,0,0,0,0,1,60,1,0,1,1,1,1,1,0,1,0
4440,0,0,1960,3120,0,740,2560,7770,5540,1,0,0,0,0,1,57,1,0,1,0,0,0,0,0,1,0
4570,1300,1120,1230,1440,780,2670,5090,4380,2430,0,0,1,0,0,1,28,1,0,1,0,1,0,0,0,1,0
5120,1550,1100,1790,450,60,1020,500,3950,9730,1,0,0,1,0,1,68,1,0,1,1,1,0,0,0,1,0
6030,890,1930,2070,4480,0,1640,2740,49480,5980,1,0,0,0,0,1,33,1,0,1,1,0,0,0,0,1,1
3750,390,830,2150,0,4390,4300,1900,2700,7810,0,1,0,0,0,1,66,1,0,1,0,0,0,0,0,1,0
7140,2510,1700,990,5600,0,3110,5780,2870,6730,0,0,0,0,0,1,50,1,0,1,1,1,0,0,0,1,0
2160,450,820,550,2970,1370,1880,1060,1970,4210,0,1,0,0,0,1,61,0,0,1,1,0,0,0,0,0,0
4130,1810,1510,2260,8640,6060,8520,2600,4120,7950,0,1,1,0,0,1,45,1,1,0,1,0,0,0,0,1,0
8390,9360,4710,4780,12970,1540,118580,18000,52180,17710,1,0,0,1,1,1,76,1,1,1,1,1,1,1,1,1,1
4480,1470,1410,420,0,0,6960,1940,3710,7120,0,0,0,0,0,1,54,1,1,1,1,0,0,0,0,1,0
3350,920,590,5290,1400,60,710,1520,2670,3260,0,0,0,0,0,1,29,1,0,1,1,0,0,0,0,1,0
1900,0,190,0,0,820,2780,1350,2670,2370,0,0,1,0,0,1,29,1,0,0,0,0,0,0,0,0,0
3740,1040,1170,1120,2920,5130,3910,880,4360,5730,0,1,0,0,0,1,46,1,0,1,1,0,0,0,0,1,0
2020,0,360,0,0,4010,1710,1240,13660,1810,0,1,0,1,1,1,41,1,0,1,0,1,0,1,0,1,0
5360,650,800,2200,550,1820,1770,1580,6650,8440,0,0,0,0,0,0,67,1,0,0,1,0,0,0,0,1,0
4240,2520,900,1250,2840,690,5140,2510,5630,4760,0,0,1,0,0,1,24,1,1,0,1,0,0,0,0,1,0
3700,560,0,2420,20,50,2000,3030,2490,7960,0,0,0,0,0,0,87,0,0,1,0,1,1,0,0,1,0
5470,530,60,370,770,3030,920,1320,10240,4580,0,0,0,0,0,1,41,1,1,1,0,0,0,1,0,1,0
4220,790,950,0,4020,5500,2750,1370,3600,4570,0,0,0,0,0,1,52,1,0,1,1,0,0,0,0,0,0
3980,660,960,1100,2800,2710,1690,770,5790,5400,0,0,0,0,0,1,62,1,0,1,1,1,0,0,0,1,0
4200,410,940,2670,2860,0,1150,1620,2980,12220,0,0,0,1,0,0,56,1,0,0,1,0,0,0,0,1,0
5620,3050,1590,700,4200,0,2010,5330,52780,11460,1,0,0,0,0,1,39,1,1,1,1,1,1,1,0,1,1
3260,1490,690,860,0,4880,3030,2810,10260,5130,1,0,0,1,0,0,49,1,1,1,1,0,0,1,1,1,1
3750,610,870,1800,1170,540,1580,490,0,1260,0,0,1,0,0,1,36,1,0,1,1,0,0,0,0,0,0
660,160,270,0,0,270,5120,3750,3450,3140,0,0,1,0,0,0,29,0,0,1,1,1,0,0,0,1,1
4370,1090,1430,1970,0,30,1290,1720,3830,5230,0,0,0,1,0,1,45,1,0,1,1,0,0,0,0,1,0
4650,150,380,1250,10,50,1140,7730,3520,9620,0,0,0,0,0,0,60,0,0,1,1,1,0,0,0,1,0
3800,710,630,830,0,0,650,6000,2620,13780,0,0,0,0,0,1,59,1,0,1,0,0,0,0,0,1,0
7100,50,150,1200,20,10,2140,1500,3880,11950,0,0,0,0,0,1,67,1,1,1,1,0,0,1,0,1,1
5000,2730,1320,2110,0,7690,2240,320,3160,4470,0,1,0,0,0,1,28,1,0,1,1,1,0,0,0,1,0
4770,2680,1110,2610,0,5100,1540,8790,9110,10620,0,1,0,0,0,1,64,1,1,1,1,1,0,0,0,1,0
4230,530,730,1100,1270,2180,750,1420,0,2970,0,0,0,0,0,0,68,0,0,0,1,0,0,0,0,0,0
3850,2080,2250,2650,300,250,2380,0,4880,4700,0,0,1,0,0,1,32,1,0,1,1,0,1,1,0,0,1
6150,1650,1460,1990,170,4470,970,1240,4100,7390,0,0,0,0,0,1,45,1,1,1,1,0,0,0,0,1,0
3850,3260,2180,1190,11070,60,3310,5310,21820,10700,1,0,1,1,0,1,38,1,0,1,1,1,1,0,0,1,0
5300,2600,2000,1620,3200,4690,1510,12450,9560,7140,0,0,0,0,0,0,40,1,1,1,1,0,0,0,0,1,0
6990,1390,1250,1490,14620,3490,160,920,1990,5430,0,0,0,1,0,1,57,1,0,1,1,0,0,0,1,1,1
3310,290,1550,3570,0,0,1730,2210,2570,4380,0,0,0,0,0,1,34,1,0,0,1,0,0,0,0,1,0
5520,2430,2010,720,0,0,31620,9860,38300,7550,0,0,0,1,1,0,51,1,1,1,1,1,1,1,1,1,1
6100,720,1350,1020,920,0,2340,460,4470,5050,1,0,0,0,0,1,47,1,1,1,1,0,0,0,0,1,0
3870,990,1890,2080,22160,1220,2490,2100,3030,10360,0,0,0,0,0,1,47,1,0,1,1,0,0,0,0,1,0
2640,620,730,1110,810,4800,1070,1380,2180,8410,0,0,0,0,0,1,50,1,1,1,1,0,1,0,0,1,0
3470,1730,2390,1030,940,40,9430,620,1990,8550,0,0,0,1,0,0,54,1,0,1,1,1,0,0,0,1,0
3970,1020,610,610,2010,6180,8080,2040,109480,11620,0,0,0,0,0,1,49,1,0,1,1,1,0,0,0,1,1
3700,1770,1670,1500,2600,0,4790,3860,14460,7920,0,0,0,0,0,1,38,1,1,1,1,1,0,0,0,1,1
2700,730,1250,1330,840,5360,850,30320,10300,8980,0,0,0,0,0,1,55,1,0,1,1,0,0,1,0,1,0
2430,970,2600,0,0,5160,740,280,3000,2920,0,0,0,0,0,1,50,1,0,1,1,0,0,0,0,1,0
5110,1310,1110,1360,940,0,660,1990,4340,6610,0,0,0,1,0,1,38,1,1,0,1,0,0,0,0,1,0
4080,970,760,0,880,3780,2020,1360,3940,7080,0,0,0,0,0,1,35,1,1,1,1,0,0,0,0,1,0
4630,2400,2020,680,5420,140,11400,5170,18020,3850,0,0,1,0,0,1,34,1,1,1,1,1,0,0,0,1,1
4950,1550,1500,1880,1170,4900,11040,440,4420,11980,0,0,1,0,0,1,57,1,0,1,1,1,0,0,0,1,0
4800,660,1560,2170,5560,2000,17440,3180,1910,6760,0,0,0,1,1,1,56,1,0,1,1,1,0,0,0,1,0
3820,1050,850,2570,3370,4190,2690,370,2940,3550,0,0,0,1,0,1,37,1,0,1,1,0,0,0,0,1,0
3340,1360,1000,2330,2460,5180,1730,1510,2190,4400,1,0,0,1,0,1,58,0,0,1,1,1,0,0,0,0,0
3060,0,900,2110,0,0,3530,330,3050,3630,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,1,0
4110,470,1150,1880,570,1960,4840,1670,13330,5270,1,1,0,0,0,1,41,1,1,1,1,0,0,1,0,1,0
7130,2540,1820,1600,0,0,6190,3300,9800,13660,0,0,0,1,0,0,64,1,1,1,1,1,1,0,0,1,1
5430,640,1560,3060,4200,4560,3670,1030,2910,4060,1,0,0,1,0,1,64,1,0,0,1,0,0,0,0,1,0
3930,2060,1450,1040,1340,4170,3070,1630,10570,7020,1,1,0,0,0,1,48,1,1,1,1,1,0,0,0,1,0
6100,1520,870,2090,910,4470,5760,1250,2450,7910,1,1,1,0,0,1,43,1,1,1,1,1,0,0,0,1,0
3800,2000,2320,260,4300,7120,3610,3110,2660,7090,0,1,1,1,0,1,28,1,0,1,1,1,1,0,0,1,0
1410,640,870,570,0,0,1210,1030,2920,2950,0,0,0,0,0,1,42,0,0,1,1,0,0,0,0,1,0
5430,1790,980,1030,0,10,1540,530,55860,3940,1,0,0,0,0,0,48,1,0,1,1,1,0,0,0,1,0
5350,80,180,2470,460,4870,2900,1340,3270,5710,0,1,1,0,0,1,36,1,1,1,1,1,0,1,0,1,0
5800,900,590,540,0,4020,1250,590,2860,8530,0,1,1,1,0,0,44,1,0,1,1,0,0,0,0,1,0
1860,290,1100,1450,20,10,3960,570,3490,8480,0,0,0,0,0,0,47,0,0,1,1,0,0,0,0,1,0
6290,1790,1380,2910,5450,4920,8420,140,6010,6980,1,0,0,1,0,1,46,1,1,1,1,0,0,0,0,1,0
6190,1850,720,3110,3090,5260,2750,13280,5800,5610,0,1,0,1,0,0,61,1,0,1,1,1,0,0,0,1,1
3190,260,550,1750,0,0,2220,2260,13340,3960,0,0,0,1,0,0,42,0,0,1,0,0,0,0,0,1,0
4290,970,1410,210,1080,10,22850,8220,3610,6540,0,0,0,0,0,0,38,1,0,1,1,1,0,0,0,1,1
4380,790,680,460,0,0,150,2500,4160,8190,0,0,0,1,1,0,73,0,0,1,1,1,0,0,1,1,0
4770,3480,1760,520,30,0,17350,3390,12070,1720,0,0,0,0,0,0,34,1,0,1,1,1,0,0,0,1,1
10070,420,0,880,16150,0,11880,2700,35330,6490,0,0,0,0,1,1,41,0,0,1,0,0,0,1,0,1,1
2660,560,510,5630,620,40,1130,1650,3700,5950,0,0,0,1,0,1,36,1,1,1,1,0,0,0,0,1,0
2640,100,2030,1850,0,0,1310,240,2920,7420,1,0,0,0,0,1,44,1,0,0,1,0,0,0,0,1,0
3000,290,2540,1400,0,2690,1860,790,0,7550,0,1,0,0,0,1,47,1,0,0,1,0,0,0,0,0,0
6220,610,620,2890,990,0,1340,2270,4890,4710,0,0,0,0,0,1,39,1,1,0,1,0,0,0,0,1,0
5270,1980,1670,2700,10,0,4950,13750,3710,10230,0,0,0,0,0,1,61,1,0,1,1,0,0,1,0,1,1
3920,1190,1260,1180,0,80,7350,9310,2450,7200,0,0,0,0,0,1,65,1,0,1,1,1,1,0,0,1,1
4060,1300,1950,3700,10,2940,790,2860,8880,5600,0,0,0,0,1,1,63,1,0,1,1,1,0,1,0,1,1
2700,400,1010,3320,3020,4640,1150,1020,4530,7520,1,0,0,0,0,1,57,1,0,0,1,0,0,0,0,1,0
3140,830,1340,3320,0,1690,3740,2230,7260,14120,0,0,0,0,0,0,69,1,0,1,1,0,1,0,0,1,1
